osm_id;nom;operateur;latitude;longitude;ville;quartier;adresse;region;numero_autorisation;date_autorisation;statut;type_infrastructure;sous_type;osm_type;remarques
way/410002744;MRS;MRS;4.0277848;9.6983928;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/410004193;"Oilibya Bonapriso";Oilibya;4.0321676;9.6953425;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/410012839;"Station sans nom";Tradex;3.7983213;11.521972;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410017102;"PETROLEX Mvan";;3.8139256;11.5116146;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410018406;"Petrolex Nsam";;3.8163875;11.509554;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410018413;Neptune;Neptune;4.0809197;9.7942244;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/410018980;"Total PK12";Total;4.0646273;9.7875077;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/410020386;"Tradex Nsam";Tradex;3.8234602;11.5083143;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410022865;"MRS Nsam";MRS;3.8284127;11.5083382;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410035230;Tradex;Tradex;4.0500319;9.7758484;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/410035455;"Tradex Damas";Tradex;3.8162954;11.4893396;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410035659;"GULFIN Obobogo";;3.8232543;11.5018035;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410036313;"Neptune Oil Tropicana";;3.8165801;11.5259907;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410036784;Total;Total;3.825068;11.5369121;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410037427;"MRS Mvan";MRS;3.8269176;11.5173879;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410040013;"Total Mvan";Total;3.828399;11.5178544;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410044214;Oilibya;Oilibya;4.071856;9.7264304;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/410044458;Total;Total;4.0652102;9.7329295;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/410050300;"MRS SOPECAM";MRS;3.8442926;11.5165014;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410051367;"Oillybia Olezoa";Oillybia;3.8472788;11.5146692;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410052451;Total;TOTAL;3.8485204;11.5184284;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410052800;CAMACO;CAMACO;3.8311732;11.4823858;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410056112;"TRADEX Mendong 2";TRADEX;3.826491;11.4709673;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410056671;"Tradex Mendong";Tradex;3.8311717;11.4721874;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410057016;IRESCO;IRESCO;3.8312628;11.4659949;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410057218;"Green oil";"GREEN OIL";3.8372233;11.4741598;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410060047;"Total Mendong";Total;3.8303238;11.4771682;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410061880;"Oilibya Rond-Point Express";Oilibya;3.8356756;11.4842429;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410066051;Oilibya;Oilibya;3.8484589;11.4864223;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410066052;"Total Énergies Biyem-Assi 2";Total;3.8492059;11.4864515;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410067687;MRS;MRS;3.8556442;11.4903766;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410068480;TRADEX;TRADEX;3.8581668;11.4833862;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410212772;"Tradex Ndokoti";;4.044137;9.7431688;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/410213889;"Station sans nom";TOTAL;3.8378413;11.499836;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410213890;"MRS Nsimeyong";MRS;3.8399965;11.4963594;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410213891;"Total Nsimeyong";Total;3.834517;11.4944917;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410215677;Tradex;Tradex;3.8438966;11.5014159;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410217037;Gulfin;Gulfin;4.0335364;9.7333716;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/410218696;"Hydrac S.A.";"Hydrac S.A.";4.0293245;9.7225329;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/410218697;PPSM;PPSM;4.0298696;9.722914;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/410223405;"MRS Manga Bell";MRS;4.036326;9.6957457;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/410223418;"NEPTUNE OIL";NEPTUNE;3.8393614;11.5075612;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410226818;Gulfin;Gulfin;4.0445498;9.6858427;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/410232057;Gulfin;Gulfin;4.0415836;9.6937195;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/410232554;"TOTAL Olezoa";Total;3.8562821;11.5208842;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410234398;BOCOM;BOCOM;3.8566196;11.5283836;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410234399;CAMOCO;CAMOCO;3.8563282;11.5276785;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410237334;MRS;MRS;3.8594542;11.5352635;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410237698;"Bocom Direction Générale";Bocom;4.049338;9.7012923;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/410238210;Oilibya;Oilibya;3.8642335;11.5283431;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410239022;MRS;MRS;3.8631249;11.5260176;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410239532;MRS;MRS;3.8622157;11.5242342;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410248048;"MRST Abbia- Nouma";MRST;3.868015;11.5176903;"Yaoundé I";;"Rue Narvick";Centre;;;historique_autorise;station_service;implantation;way;
way/410261528;"Total Akwa";Total;4.0555383;9.6992138;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/410262475;"Station sans nom";"Nickel Oil";3.8736762;11.4775291;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410262478;"GULFIN MVOGBETSI";GULFIN;3.868141;11.4854514;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410262954;"Total Nkolbisson";Total;3.873042;11.45676;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410265617;"ALPHA OIL";"ALPHA OIL";3.8954504;11.4564809;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410265620;"Station sans nom";;3.8723487;11.4967801;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410271017;"MRS Messa 2";MRS;3.8728213;11.5025351;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410271018;"MRS Mokolo 1";MRS;3.8731402;11.4997764;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410271020;"Oilibya New Messa";Oilibya;3.872727;11.5029844;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410271023;"Total Messa";Total;3.8729925;11.5008487;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410285730;"Station sans nom";Tradex;3.8323716;11.5519613;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410294614;MRS;MRS;3.8446618;11.5411892;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410295523;Total;Total;3.8677103;11.5497264;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410296420;Total;Total;3.8634829;11.5461285;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410300681;"Delta petroleum";"DELTA PETROLRUM";3.8642625;11.5434426;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410301791;"DELTA PETROLEUM CAMEROUN";"DELTA PETROLRUM";3.8664499;11.5401036;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410311406;Oilibya;Oilibya;3.8743973;11.5408642;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410313244;Total;Total;3.8756786;11.5454761;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410318748;MRS;MRS;3.8785017;11.5491275;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410453040;MRS;MRS;3.8768958;11.4960041;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410453806;"Confex Oil";;3.8865894;11.4917705;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410458704;"Total 1 Nkomkana";Total;3.8837719;11.4942596;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410473916;"Tradex Mbankolo";Tradex;3.8961256;11.4912362;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410485938;"TRADEX TSINGA";TRADEX;3.8798504;11.5019382;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410494163;"Total Tsinga";Total;3.8800308;11.5072955;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410504178;Oilibya;Oilibya;3.8782161;11.5095288;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410506578;MRS;MRS;3.8780338;11.5105575;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410517513;TotalEnergies;TotalEnergies;3.8836878;11.5184297;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410518488;"MRS (rond point)";MRS;3.8843759;11.5200571;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410523813;"MRS (BATA)";MRS;3.8890123;11.5221152;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410534594;"CONFEX OIL";"CONFEX OIL";3.8965848;11.5303473;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410537519;"STATION TRADEX";TRADEX;3.9010896;11.5583764;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410542026;PETROLEX;PETROLEX;3.8918607;11.5476683;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410545285;"Station sans nom";TOTAL;3.9142742;11.5256492;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410578743;"MRS Emana 1";MRS;3.9169628;11.5203444;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410578744;"Oilibya Emana";Oilibya;3.9178047;11.520193;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410579802;"Tradex Emana";Tradex;3.9264333;11.520229;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410580817;"Total Okolo";Total;3.9411128;11.5182432;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410582254;"Station sans nom";"Neptune Oil";3.9457108;11.5223463;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410582255;Tradex;Tradex;3.9509781;11.5267788;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/410582605;PETROLEX;PETROLEX;3.9561474;11.5333552;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/415054954;PPSM;;12.0659155;15.0500753;;;;Extrême-Nord;;;historique_autorise;station_service;implantation;way;
way/415062968;Total;Total;12.084654;15.0271171;;;;Extrême-Nord;;;historique_autorise;station_service;implantation;way;
way/416918035;"Total Maroua 1";TOTAL;10.5875678;14.306485;;;;Extrême-Nord;;;historique_autorise;station_service;implantation;way;
way/416933653;Tradex;TRADEX;10.5890104;14.3137857;;;;Extrême-Nord;;;historique_autorise;station_service;implantation;way;
way/417520770;Tradex;;10.5976233;14.337518;;;;Extrême-Nord;;;historique_autorise;station_service;implantation;way;
way/417617389;COMOCO;;10.6054349;14.334182;;;;Extrême-Nord;;;historique_autorise;station_service;implantation;way;
way/417617529;Oilibya;OILOBYA;10.6017886;14.336167;;;;Extrême-Nord;;;historique_autorise;station_service;implantation;way;
way/417617604;"Total 2";;10.6054461;14.3329035;;;;Extrême-Nord;;;historique_autorise;station_service;implantation;way;
way/424940908;"M R S";MRS;5.4500597;10.4255447;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/424940911;"Oilibya Tamdja";Oilibya;5.4667898;10.423017;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/424940914;"Total Tamdja";TOTAL;5.4688536;10.4223041;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/424940915;Total;Total;5.4594556;10.4276902;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/424942049;TOTAL;TOTAL;5.4788831;10.4155712;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/424942891;MRS;MRS;5.4772299;10.4174907;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/424942893;Total;TOTAL;5.4770595;10.4176464;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/424944257;MRS;MRS;5.4793639;10.4201769;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/424944258;MRS;MRS;5.4791875;10.4197795;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/424944260;Oilibya;Oilibya;5.4790575;10.4193727;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/424945460;CAMOCO;CAMOCO;5.4794781;10.4495513;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/424945461;CAMOCO;CAMOCO;5.4799517;10.4553807;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/424945464;OILIBYA;OILIBYA;5.4830861;10.4316644;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/424945465;Total;Total;5.4846634;10.4367788;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/427076904;"MRS Tankou";;5.4955934;10.3992103;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/436860531;Tradex;Tradex;5.4260424;10.4226102;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/442575508;MRS;;4.0620188;9.7215706;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/445559541;"Station sans nom";Total;4.6317621;9.4417475;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/445559654;"Station sans nom";Total;4.6339554;9.4413183;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/445878580;"TATOL N*1";TOTAL;4.0153968;9.2080306;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/446275699;Tradex;Tradex;4.0192402;9.17802;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/448008607;Total;;2.9197649;11.1517889;;;;Sud;;;historique_autorise;station_service;implantation;way;
way/448045295;"Citizen's Oil";"Citizen's Oil";5.5109844;10.3702121;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/448051906;Total;;5.6263589;10.2597431;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/448051913;MRS;MRS;5.6263986;10.2584691;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/448052947;Total;Total;5.6268382;10.2586156;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/448055177;MRS;;5.6236106;10.263853;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/448102810;Oilibya;;5.9622193;10.1680385;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/448106800;"Total Nkwen";;5.9628371;10.1681274;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/448106809;MRS;;5.9578481;10.1596679;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/448120108;Oilibya;;5.9570903;10.1513249;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/448120738;Total;;5.9579965;10.1518244;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/448126025;MRS;;5.959279;10.1513707;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/448127870;MRS;;5.9606362;10.1519413;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/448129967;Oilibya;;5.9615864;10.1512929;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/448148064;Camoco;;5.5119979;10.6407322;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/448161587;Camoco;;5.508222;10.6323156;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/448177063;Total;;5.510656;10.6372007;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/448177065;Petrolex;;5.5104351;10.6376064;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/448177067;Total;;5.5106617;10.6380855;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/448192700;Total;;5.7315797;10.8781197;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/448265334;Total;;5.4445961;10.0556566;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/448270637;Oilibya;;5.4449325;10.0559617;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/448506340;Petrolex;;5.7283092;10.8713523;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/448509675;Camoco;;5.7313058;10.8771346;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/448515605;"Station sans nom";;5.7315499;10.8943341;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/448536112;MRS;;4.5751447;13.6813491;;;;Est;;;historique_autorise;station_service;implantation;way;
way/448536144;Oilibya;;4.5756584;13.6821837;;;;Est;;;historique_autorise;station_service;implantation;way;
way/448536146;Total;;4.5757764;13.6829075;;;;Est;;;historique_autorise;station_service;implantation;way;
way/448606067;Total;;4.5748452;13.679877;;;;Est;;;historique_autorise;station_service;implantation;way;
way/448606069;Total;;4.5753693;13.6794755;;;;Est;;;historique_autorise;station_service;implantation;way;
way/448614920;MRS;;4.5748315;13.6690809;;;;Est;;;historique_autorise;station_service;implantation;way;
way/448617490;BOCOM;BOCOM;4.5503665;13.6168124;;;;Est;;;historique_autorise;station_service;implantation;way;
way/449253084;Total;;4.0096846;9.2071764;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/449328709;MRS;;4.0149011;9.2077484;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/449511749;Camoco;;5.9323179;10.1582035;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/449697332;Bocom;;4.0385195;9.2106057;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/450117493;"Tradex Nkomo";Tradex;3.8415933;11.55146;;;"Rue 4.255";Centre;;;historique_autorise;station_service;implantation;way;
way/450119066;TRADEX;TRADEX;3.8598758;11.5916075;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/450593693;Petrolex;;4.0018336;9.7599903;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/450716050;"Tradex MAKEPE";Tradex;4.0838946;9.7453835;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/451636657;"Station sans nom";;7.3992309;13.5506226;;;;Adamaoua;;;historique_autorise;station_service;implantation;way;
way/454385532;Oilibya;Oilibya;4.071002;9.6816471;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/455773463;Oilibya;;4.0372223;9.7252561;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/456011473;MRS;MRS;4.0490589;9.6949935;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/456096102;Tradex;;4.1069398;9.6071792;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/456096128;Bocom;;4.1046618;9.6228432;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/477116594;MRS;MRS;2.9394097;9.909267;;;;Sud;;;historique_autorise;station_service;implantation;way;
way/477905289;Total;TOTAL;10.3435949;15.2337395;;;;Extrême-Nord;;;historique_autorise;station_service;implantation;way;
way/477905295;Texaco;Texaco;10.344491;15.230858;;;;Extrême-Nord;;;historique_autorise;station_service;implantation;way;
way/479570294;Camoco;;5.1137939;9.9517146;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/479580445;Total;;5.1224111;9.9501601;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/481743385;BOCOM;BOCOM;5.5167764;14.1190392;Ndokayo;;;Est;;;historique_autorise;station_service;implantation;way;
way/483114080;"Station sans nom";Total;4.6343744;9.4682974;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/493641299;Total;Total;3.7983663;10.1298388;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/512884597;"Station sans nom";;7.3195748;13.5777025;;;;Adamaoua;;;historique_autorise;station_service;implantation;way;
way/516192461;"Green Oil";;3.7904094;11.3992039;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/516431958;"Total Energies Nomayos";TotalEnergies;3.7887298;11.4234393;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/519122360;"Tradex Nomayos 2";Tradex;3.7901124;11.4404268;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/525560428;"Ola Energy, Rail Ngousso";Oilibya;3.9085121;11.5366804;Yaoundé;;;Centre;;;historique_autorise;station_service;implantation;way;
way/525564642;"Total Carrefour Yannick";Total;3.9083927;11.5284304;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/531924999;Bocom;Bocom;5.1624105;10.1923613;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/532187128;"Blessing Nkolbikon";;4.5739264;13.6630601;;;;Est;;;historique_autorise;station_service;implantation;way;
way/559434786;Tradex;Tradex;2.95512;9.9111493;;;;Sud;;;historique_autorise;station_service;implantation;way;
way/625849332;MRS;MRS;4.957547;9.9355827;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/629535353;"Station sans nom";;7.4473271;13.5545922;;;;Adamaoua;;;historique_autorise;station_service;implantation;way;
way/629535809;"Station sans nom";;7.4391235;13.5555819;;;;Adamaoua;;;historique_autorise;station_service;implantation;way;
way/629536073;"Station sans nom";;7.4340456;13.5561197;;;;Adamaoua;;;historique_autorise;station_service;implantation;way;
way/629536464;"Station sans nom";;7.429699;13.5564972;;;;Adamaoua;;;historique_autorise;station_service;implantation;way;
way/629542432;"Station sans nom";;7.3765179;13.5663382;;;;Adamaoua;;;historique_autorise;station_service;implantation;way;
way/629542951;"Station sans nom";;7.3652752;13.5678477;;;;Adamaoua;;;historique_autorise;station_service;implantation;way;
way/629543536;"Station sans nom";;7.3380718;13.5878332;;;;Adamaoua;;;historique_autorise;station_service;implantation;way;
way/629544600;"Station sans nom";;7.3248698;13.5834393;;;;Adamaoua;;;historique_autorise;station_service;implantation;way;
way/629546023;"Station sans nom";;7.3220941;13.5739759;;;;Adamaoua;;;historique_autorise;station_service;implantation;way;
way/629546393;"Station sans nom";;7.3191763;13.5754671;;;;Adamaoua;;;historique_autorise;station_service;implantation;way;
way/629548559;DANEDJEU;;7.3178751;13.5939965;;;;Adamaoua;;;historique_autorise;station_service;implantation;way;
way/629549377;Blessing;;7.3185612;13.5559386;;;;Adamaoua;;;historique_autorise;station_service;implantation;way;
way/629554215;"BOCOM Beka";;7.2974467;13.5549597;;;;Adamaoua;;;historique_autorise;station_service;implantation;way;
way/652103478;"Green Oil";;4.0049324;9.8577789;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/717527148;"Station sans nom";;3.85058;11.5006286;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/739822327;"Station sans nom";;3.1595143;13.6184657;;;;Est;;;historique_autorise;station_service;implantation;way;
way/800710032;BOCOM;BOCOM;4.5902907;13.7338297;;;;Est;;;historique_autorise;station_service;implantation;way;
way/882840486;Blessing;Blessing;4.5783511;13.6955438;;;;Est;;;historique_autorise;station_service;implantation;way;
way/882843418;"Total Mandjou";Total;4.5836467;13.7216698;;;;Est;;;historique_autorise;station_service;implantation;way;
way/882843419;Blessing;Blessing;4.5853521;13.7266258;;;;Est;;;historique_autorise;station_service;implantation;way;
way/886686981;"Station sans nom";;4.0006543;9.8183562;;;;Littoral;;;historique_autorise;station_service;implantation;way;
way/914371471;Totale;;4.2582095;11.2032857;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/917340493;"Station sans nom";;2.9278906;12.0013381;;;;"Non déterminé";;;historique_autorise;station_service;implantation;way;
way/918643617;"Station sans nom";;4.5534313;13.6280041;;;;Est;;;historique_autorise;station_service;implantation;way;
way/976682383;"Bota Oil";"Bota Oil";5.3924449;10.4283376;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/977011189;Total;Total;3.8760624;11.5077199;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/977968256;Blessing;Blessing;4.0262647;11.5569096;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/977976661;"Neptune Oil";"Neptune Oil";3.9452822;11.5154356;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/980544167;"Bocom Mfou-Assi";Bocom;3.8083691;11.4643257;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/980545753;"Neptune Oil";"Neptune Oil";3.8196098;11.4714166;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/1059873606;"Station sans nom";;5.1392467;9.9852567;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/1155597274;"Station sans nom";;3.8644403;11.6124804;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/1291293447;"Station sans nom";;2.9452134;11.9786786;;;;Sud;;;historique_autorise;station_service;implantation;way;
way/1337778918;Blessing;;4.430891;14.3542332;;;;Est;;;historique_autorise;station_service;implantation;way;
way/1354896239;"Green Oil";;4.3975286;14.5646405;;;;Est;;;historique_autorise;station_service;implantation;way;
way/1414251972;"TotalEnergies AKONOLINGA";TotalEnergies;3.7735098;12.246691;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/1414252036;"Kori oil";;3.7739977;12.2423749;;;;Centre;;;historique_autorise;station_service;implantation;way;
way/1429412320;"TotalEnergies Wum";TotalEnergies;6.387264;10.0767975;;;;Ouest;;;historique_autorise;station_service;implantation;way;
way/1430902760;"Total Yokadouma";Total;3.5134438;15.0491731;;;;Est;;;historique_autorise;station_service;implantation;way;
way/1431461880;Mobyl;;4.4639255;14.3836846;;;;Est;;;historique_autorise;station_service;implantation;way;
way/1431461881;"BOCOM Batouri";;4.4535085;14.3744679;;;;Est;;;historique_autorise;station_service;implantation;way;
way/1431461882;"Neptune Oil";;4.4341302;14.3400069;;;;Est;;;historique_autorise;station_service;implantation;way;
way/1431461883;"Vision Sandaé";Vision;4.4169361;14.3181423;;;;Est;;;historique_autorise;station_service;implantation;way;
relation/6481984;"TRADEX MBALLA II";TRADEX;3.8959522;11.5227816;;;;Centre;;;historique_autorise;station_service;implantation;relation;
